,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
6721,2491,36631,62,30,77,0,1,67
6722,7396,41045,64,9,28,1,2,394
6723,5254,34476,67,23,49,1,3,5
6724,66025,33481,188,28,46,0,2,1194
6725,35944,18539,114,33,55,0,2,820
6726,2628,83838,65,1,74,0,1,281
6727,4650,28215,65,15,26,0,3,468
6728,4978,28695,64,17,87,0,4,221
6729,2839,27083,73,15,58,1,1,525
6730,7815,82373,112,27,46,0,4,574
6731,2188,43133,67,29,49,1,1,321
6732,22332,49078,97,10,3,0,2,484
6733,2659,98547,87,4,4,3,1,420
6734,3133,58850,78,20,26,0,1,143
6735,15144,13783,62,6,44,1,2,307
6736,2510,73336,73,29,38,0,1,525
6737,4980,21135,130,14,59,0,1,678
6738,4277,75921,106,32,4,0,1,609
6739,4139,35945,105,14,25,0,1,756
6740,7865,75490,97,33,20,0,7,43
6741,4748,46462,70,8,74,0,3,504
6742,10408,20228,101,6,43,0,2,523
6743,3567,47876,102,28,11,0,1,660
6744,6285,39212,90,4,63,0,7,432
6745,4737,73314,130,0,93,0,1,23
6746,4787,92186,67,16,45,0,5,321
6747,3383,57097,97,23,38,0,1,698
6748,30141,42722,103,9,72,0,2,1060
6749,8257,23815,73,4,47,0,2,424
6750,5380,55350,67,0,13,0,9,321
6751,3309,72140,87,22,66,2,1,417
6752,2700,89362,67,8,72,0,1,116
6753,6674,28846,189,23,14,0,1,1737
6754,3536,28248,90,25,89,0,1,634
6755,4364,44804,114,15,13,0,1,778
6756,5615,19949,74,0,99,1,3,355
6757,9333,89513,116,5,12,0,6,232
6758,3265,25820,82,10,69,0,1,393
6759,1898,59693,67,15,91,3,1,413
6760,3605,21585,92,35,61,0,1,441
6761,4915,35071,70,13,48,0,9,504
6762,3528,31278,92,24,95,4,1,441
6763,14131,28327,185,29,26,0,3,888
6764,4772,20993,133,2,90,0,1,638
6765,9657,85559,131,34,61,0,9,628
6766,11140,27679,150,30,28,0,3,722
6767,2750,34200,70,27,15,0,1,167
6768,2843,67952,71,16,0,0,1,167
6769,5123,72096,64,24,92,0,5,252
6770,5279,92589,65,29,20,0,9,312
6771,4198,39913,106,16,61,0,1,344
6772,6243,57734,78,2,64,0,3,374
6773,18073,64620,76,24,32,1,2,364
6774,3600,25147,101,7,54,0,1,694
6775,3508,63616,97,19,18,0,1,698
6776,8759,28280,116,7,55,0,9,556
6777,5584,19724,72,20,49,0,4,345
6778,6817,43947,61,33,43,4,2,291
6779,25674,66550,107,5,0,1,2,513
6780,8586,38676,72,24,33,0,2,146
6781,4080,57283,106,9,85,1,1,337
6782,7147,87454,89,30,88,0,6,60
6783,7317,24083,63,22,2,1,2,340
6784,9269,27849,119,24,94,0,3,571
6785,4122,24732,107,18,44,0,1,72
6786,31161,30916,112,7,65,0,2,200
6787,26134,67745,111,1,72,0,2,673
6788,10340,40882,89,6,17,0,2,393
6789,9807,18379,135,17,48,0,4,970
6790,8104,58172,67,8,62,0,2,141
6791,5970,64008,85,14,66,0,5,372
6792,3774,66457,95,2,76,0,1,456
6793,5006,55740,71,16,4,0,5,358
6794,6650,99494,83,11,65,0,3,398
6795,12521,39007,105,29,16,0,2,1023
6796,2227,27972,61,7,38,0,1,292
6797,3465,48744,86,3,59,0,1,412
6798,17666,18575,74,6,92,0,2,355
6799,4836,39310,61,5,89,0,3,93
6800,22056,66851,92,10,70,2,2,408
6801,3615,19707,95,16,1,0,1,684
6802,3438,55910,86,4,3,0,1,324
6803,4558,46080,62,13,21,0,8,446
6804,5285,42664,73,1,44,0,4,392
6805,14019,31739,71,10,29,0,2,469
6806,5452,17723,72,3,40,0,3,345
6807,2767,74402,72,27,60,0,1,22
6808,16468,23859,63,4,52,0,2,685
6809,21991,80807,109,1,73,0,2,132
6810,33053,44246,122,1,18,3,2,585
6811,6005,26876,76,17,72,0,8,364
6812,19338,22784,70,11,68,0,2,224
6813,5531,50097,71,25,81,0,5,17
6814,13770,59207,116,23,21,0,2,556
6815,5313,99882,79,4,78,0,4,568
6816,7903,35406,69,13,15,4,2,67
6817,2843,98747,81,23,60,0,1,583
6818,2786,94310,70,1,76,4,1,430
6819,2656,57117,67,6,29,0,1,321
6820,8667,31354,109,11,23,0,9,527
6821,8692,97768,72,22,14,0,2,151
6822,7294,76407,91,22,85,0,9,436
6823,6969,27604,92,20,45,1,9,441
6824,13447,26708,122,10,24,0,2,585
6825,2713,57982,74,35,77,0,1,299
6826,3873,28142,105,18,50,0,1,701
6827,21776,56044,182,27,32,0,2,952
6828,3979,96413,99,3,78,0,1,560
6829,21159,88041,108,15,17,0,2,777
6830,7486,97899,95,29,73,3,7,3
6831,18065,15385,234,11,26,0,7,1135
6832,2504,88264,62,8,34,0,1,297
6833,2605,60252,65,10,8,0,1,182
6834,9492,32512,132,9,85,0,6,633
6835,20380,33175,66,31,76,0,2,84
6836,2591,56701,65,34,36,0,1,333
6837,4244,34220,109,23,71,1,1,523
6838,2237,55958,61,19,44,0,1,292
6839,3708,23393,95,26,37,0,1,456
6840,5515,75963,69,4,23,0,7,102
6841,3794,19794,105,1,78,0,1,504
6842,2725,81605,67,7,74,0,1,424
6843,4067,28466,102,33,91,0,1,371
6844,6364,41986,84,25,31,2,5,430
6845,42937,64937,122,27,43,0,2,328
6846,12981,39843,109,5,97,1,2,523
6847,2930,33663,73,29,71,0,1,350
6848,6021,57350,168,0,46,0,1,1476
6849,11981,21514,62,0,59,0,2,257
6850,5380,55350,67,0,13,0,9,321
6851,4984,86305,62,35,99,0,5,80
6852,3286,60934,82,10,64,0,1,393
6853,17569,41463,74,2,78,0,2,355
6854,8356,89771,118,8,29,0,7,153
6855,5340,58493,67,13,53,0,4,321
6856,6388,26436,83,0,10,0,5,398
6857,6944,86045,68,24,31,0,2,489
6858,4566,24579,66,27,28,0,3,475
6859,35850,17588,192,24,92,0,2,1382
6860,2467,23845,61,33,34,0,1,292
6861,2387,27592,62,6,29,0,1,297
6862,2903,67763,73,17,69,1,1,59
6863,5217,39854,66,6,4,0,7,261
6864,7495,26013,106,23,45,0,5,763
6865,6186,88375,77,23,11,0,3,0
6866,6369,34498,83,30,72,0,7,398
6867,8012,62301,107,17,39,0,5,513
6868,16468,73206,63,4,52,0,2,685
6869,5717,68342,72,33,39,0,5,148
6870,12234,69340,117,1,68,1,2,930
6871,6503,22081,84,1,9,0,6,451
6872,8334,49851,69,27,85,1,2,331
6873,7451,26239,65,11,39,0,2,312
6874,2644,90443,66,11,15,0,1,235
6875,6135,43579,77,12,17,0,8,452
6876,2354,26184,62,1,92,0,1,297
6877,7809,50948,111,29,60,0,3,532
6878,15415,89464,194,17,40,1,3,1067
6879,4513,34558,113,32,24,0,1,376
6880,7413,42230,106,7,44,0,4,508
6881,30909,57659,111,24,31,0,2,756
6882,8209,68022,103,3,26,0,3,494
6883,5528,36088,72,16,31,0,9,345
6884,7901,99711,98,24,24,0,7,11
6885,5499,88768,68,17,77,0,7,326
6886,5633,37595,70,2,22,0,9,501
6887,8008,63775,100,29,3,0,3,462
6888,7519,96306,95,12,17,1,6,185
6889,6583,17694,97,22,5,0,3,465
6890,9198,31562,115,14,6,0,3,552
6891,3065,22985,77,4,65,0,1,458
6892,2689,26554,68,18,86,1,1,391
6893,4758,92324,119,5,46,2,1,603
6894,11895,88218,99,9,25,0,2,50
6895,3230,62873,81,0,41,0,1,207
6896,9546,15406,124,17,40,0,3,892
6897,5926,23091,96,28,90,5,5,460
6898,2764,31591,72,17,65,4,1,240
6899,21920,60180,183,14,70,0,2,988
6900,2831,70037,70,6,61,0,1,409
6901,4270,59144,122,27,2,0,1,725
6902,6240,68332,79,23,21,3,8,379
6903,7601,47519,96,21,2,0,4,245
6904,5592,71811,71,17,48,0,6,29
6905,7780,22243,70,29,93,0,2,504
6906,17651,22510,95,19,48,0,2,456
6907,5074,51659,64,19,37,0,3,307
6908,2241,43388,63,5,7,0,1,453
6909,2864,56533,83,17,30,0,1,825
6910,5556,97424,68,25,13,0,5,230
6911,7582,64801,64,23,19,0,2,268
6912,2609,58139,65,29,77,1,1,33
6913,5256,77693,65,30,15,0,7,225
6914,13333,75634,110,13,52,0,2,432
6915,9095,65103,115,7,41,0,3,552
6916,8837,62277,113,9,68,0,8,249
6917,3355,46644,84,34,19,0,1,150
6918,5866,75952,73,5,17,0,3,350
6919,8661,85470,109,23,31,0,6,523
6920,5781,69512,72,3,62,0,5,196
6921,12052,43184,102,6,81,0,2,376
6922,14082,71425,102,17,91,0,2,734
6923,4334,23904,123,1,67,3,1,590
6924,5191,40366,141,7,32,0,1,676
6925,11250,29505,284,2,70,0,1,1979
6926,8319,49734,69,3,41,0,2,154
6927,8186,20369,105,4,38,0,3,1126
6928,4794,46143,122,15,85,0,1,223
6929,5009,91683,69,20,95,0,4,496
6930,8139,24992,106,24,8,0,3,508
6931,2674,56342,69,12,89,0,1,331
6932,10856,59803,90,21,0,0,2,22
6933,60556,64112,204,35,45,0,2,979
6934,5103,39452,131,6,54,0,1,398
6935,5279,77167,66,15,99,0,3,137
6936,8718,89096,111,1,50,0,3,64
6937,5418,39133,67,25,26,0,3,90
6938,2548,47346,65,6,35,0,1,312
6939,4460,60587,65,24,45,1,4,312
6940,4755,61190,66,27,89,0,3,712
6941,17622,60905,252,31,10,0,3,1814
6942,5994,74284,74,5,5,0,3,268
6943,9267,55808,116,31,4,0,7,551
6944,4592,73604,114,15,89,0,1,184
6945,19454,59853,124,18,79,0,2,570
6946,5433,29629,71,21,51,4,5,228
6947,7288,79494,91,19,30,0,3,396
6948,2814,94304,71,31,41,0,1,182
6949,6240,33235,87,31,9,0,9,712
6950,28421,42803,245,21,56,0,2,889
6951,26113,80409,74,28,72,0,2,262
6952,5221,60445,65,8,53,0,8,279
6953,2759,92296,69,4,65,0,1,331
6954,2863,36706,71,4,45,0,1,435
6955,10831,23202,96,29,59,0,2,460
6956,6893,62929,68,8,72,0,2,326
6957,5635,59325,71,13,75,0,3,229
6958,4639,28358,117,24,37,0,1,84
6959,7425,58042,62,14,88,0,2,161
6960,2542,84495,63,15,61,0,1,302
6961,8428,12180,113,17,62,0,3,675
6962,3756,14233,108,32,49,3,1,718
6963,33288,91541,118,23,3,0,2,51
6964,16963,79114,117,26,33,0,2,561
6965,5170,82177,69,27,48,0,9,331
6966,4376,63774,111,18,63,0,1,60
6967,8714,91376,118,14,64,0,4,566
6968,6317,13792,87,2,3,2,3,620
6969,6886,34615,87,6,73,0,7,417
6970,15102,61018,137,10,92,0,2,32
6971,11727,29879,102,17,0,0,2,500
6972,6222,74270,78,33,2,0,7,122
6973,6307,97737,88,16,28,2,7,422
6974,6366,44368,80,5,72,0,3,384
6975,5407,22555,70,1,62,0,3,336
6976,2483,87492,62,15,69,0,1,264
6977,3360,75216,84,23,39,1,1,65
6978,8429,98796,104,22,32,0,3,499
6979,8709,85185,107,26,91,0,5,166
6980,4347,81412,109,1,29,0,1,344
6981,2113,48085,65,2,37,2,1,468
6982,5437,23339,138,8,31,0,1,666
6983,2359,19864,63,4,96,0,1,352
6984,8406,42540,70,15,52,0,2,43
6985,3623,45957,111,6,24,2,1,1171
6986,7223,37531,97,31,58,0,3,465
6987,2355,25140,63,20,5,0,1,302
6988,8807,59762,113,27,91,0,3,542
6989,5977,25320,76,10,70,1,8,269
6990,7782,70059,194,1,97,0,1,253
6991,9422,34115,119,6,73,0,6,466
6992,7478,23530,65,22,34,0,2,312
6993,2822,49951,77,33,86,0,1,138
6994,5392,75438,136,11,97,0,1,438
6995,4165,58299,105,24,22,1,1,504
6996,25030,15150,110,1,53,1,2,528
6997,7304,64316,104,35,79,0,3,499
6998,10484,61108,89,22,93,0,2,49
6999,26220,24743,84,8,23,0,2,1008
7000,8992,87487,129,23,4,0,7,1059
7001,22256,23444,196,7,62,0,2,940
7002,3683,18618,101,19,16,0,1,564
7003,2373,98292,65,32,88,0,1,312
7004,5323,64706,135,0,30,0,1,77
7005,11814,89480,106,1,38,0,2,763
7006,9410,96060,117,6,57,0,3,561
7007,4591,83297,113,6,28,0,1,542
7008,4838,92102,70,11,36,2,7,336
7009,9424,46897,118,13,11,0,3,322
7010,6385,33459,63,16,35,1,2,302
7011,7380,65706,91,6,86,0,8,436
7012,3139,31177,79,14,28,0,1,905
7013,10208,35482,129,21,59,0,3,619
7014,5484,47611,69,17,65,0,4,593
7015,5349,89158,67,34,71,0,6,272
7016,3833,56583,116,34,82,2,1,1397
7017,6031,49539,79,15,83,0,5,286
7018,4954,45329,65,13,7,3,4,312
7019,23405,71941,73,18,89,0,2,198
7020,7408,76771,95,34,82,1,7,91
7021,4853,17120,125,14,95,0,1,717
7022,5989,66839,154,33,24,0,1,739
7023,3671,42460,91,28,42,0,1,347
7024,5871,33967,76,0,60,0,8,364
7025,2514,24744,65,6,0,0,1,312
7026,5636,24516,71,11,23,0,8,300
7027,34611,20090,109,10,59,0,2,523
7028,10155,28754,89,9,17,0,2,427
7029,4711,24843,61,20,17,2,4,331
7030,8346,48259,108,14,79,0,3,73
7031,33473,33190,106,18,95,0,2,508
7032,7553,69959,63,9,3,0,2,401
7033,3567,53959,102,28,11,0,1,660
7034,7951,75497,100,5,72,0,3,71
7035,7380,53957,184,19,80,0,1,61
7036,3942,38820,99,29,59,0,1,547
7037,5059,67371,63,7,14,0,3,86
7038,4974,75644,65,5,68,3,9,467
7039,9780,56551,132,13,47,0,3,950
7040,2121,91360,67,6,60,1,1,321
7041,3644,82477,90,33,69,0,1,432
7042,2034,68075,62,29,59,2,1,446
7043,5305,26334,71,9,94,0,3,340
7044,5659,69387,71,16,37,0,3,71
7045,5331,99516,71,31,70,0,3,340
7046,38055,47301,115,21,78,0,2,552
7047,8542,50117,107,13,98,0,4,462
7048,8503,87771,74,8,9,4,2,355
7049,8818,47837,136,31,75,4,3,1237
7050,4313,43748,126,2,96,2,1,656
7051,29232,28613,114,17,8,0,2,820
7052,8224,82634,104,8,74,0,3,324
7053,2393,28054,70,24,10,0,1,425
7054,2980,13535,80,7,53,1,1,384
7055,15727,84824,196,7,4,0,9,319
7056,5432,49919,134,27,5,0,1,643
7057,5313,68558,131,16,11,0,1,280
7058,5253,12811,150,27,0,2,1,720
7059,5926,23091,96,28,90,5,5,460
7060,5989,66839,154,33,24,0,1,739
7061,4722,34109,65,29,32,0,3,655
7062,12036,44428,104,17,61,0,2,499
7063,10145,44577,131,27,7,0,9,640
7064,4603,66161,118,19,86,0,1,457
7065,8641,22193,74,13,74,0,2,415
7066,7341,64633,104,1,48,3,7,82
7067,7203,69980,95,3,29,0,9,149
7068,29874,52651,94,34,20,0,2,451
7069,5657,23550,72,17,3,0,3,222
7070,7956,44818,67,25,41,1,2,136
7071,14700,29695,94,34,66,0,2,554
7072,10656,72540,88,7,3,0,2,631
7073,5380,93818,66,7,25,0,6,248
7074,7289,60875,92,0,84,0,3,410
7075,2927,76850,72,8,84,0,1,345
7076,5838,81082,73,5,85,0,4,281
7077,20003,33901,84,34,19,0,2,145
7078,4282,40864,109,34,70,0,1,166
7079,18474,27869,67,18,59,0,2,482
7080,22754,51437,115,35,30,0,2,244
7081,2754,58705,69,19,95,0,1,48
7082,2361,90228,66,2,92,1,1,145
7083,4626,79487,114,20,87,0,1,547
7084,7329,44155,70,4,63,0,2,622
7085,4982,52275,62,6,88,0,5,374
7086,5016,20868,63,22,13,0,8,134
7087,5372,70286,67,16,66,0,3,130
7088,8818,93012,136,31,75,4,3,1237
7089,3621,13457,94,31,28,0,1,285
7090,3226,91774,81,4,21,0,1,285
7091,8491,27781,71,33,7,0,2,340
7092,3686,58048,96,2,88,0,1,28
7093,16501,83547,137,6,14,1,2,75
7094,5515,99423,79,5,62,0,7,379
7095,4966,38055,64,7,24,1,8,39
7096,2530,89451,63,11,2,0,1,61
7097,23435,42862,65,34,29,0,2,254
7098,4829,34819,61,0,31,0,6,185
7099,9410,96060,117,6,57,0,3,561
7100,26197,18495,113,10,15,0,2,542
7101,7615,90918,64,22,19,0,2,163
7102,2467,39532,73,29,14,0,1,525
7103,8491,62076,71,17,82,0,2,227
7104,2916,85817,72,0,31,0,1,154
7105,11158,46718,161,19,71,0,9,1159
7106,8012,40635,102,4,45,0,6,489
7107,5165,12904,132,17,31,0,1,633
7108,12375,78441,103,6,73,0,2,613
7109,7809,69161,97,19,71,0,8,341
7110,5816,99239,74,9,14,0,6,379
7111,2710,31998,69,31,70,0,1,331
7112,5674,26225,72,10,25,0,7,320
7113,8385,63394,116,0,35,0,7,556
7114,2590,25981,65,33,38,0,1,77
7115,16979,35095,73,25,56,0,2,525
7116,11516,50854,73,15,72,0,2,101
7117,9048,86048,119,9,8,0,3,571
7118,5024,78772,62,9,47,0,8,86
7119,5272,85607,66,4,1,0,3,67
7120,8377,28135,74,14,38,0,2,355
7121,18321,88592,76,19,1,0,2,199
7122,4723,21546,119,20,66,1,1,625
7123,5568,48276,79,21,53,1,7,407
7124,9344,95888,64,25,96,1,2,307
7125,7654,30528,74,16,89,1,2,355
7126,2759,92296,69,4,65,0,1,331
7127,3189,24301,87,6,3,0,1,760
7128,4889,51246,122,4,89,0,1,817
7129,9816,37256,62,15,7,0,2,128
7130,6414,88208,89,11,12,0,5,640
7131,5792,29530,74,31,79,0,4,222
7132,8678,62366,108,22,87,0,8,51
7133,21418,21897,139,19,67,0,2,667
7134,5008,92864,123,13,60,0,1,96
7135,7057,37840,90,31,9,0,4,432
7136,2523,43204,64,31,19,3,1,246
7137,10013,18275,135,26,38,0,3,773
7138,5508,96021,68,5,30,0,5,315
7139,8596,53736,71,2,20,0,2,169
7140,6047,20396,76,15,60,1,4,364
7141,2690,48329,67,9,70,0,1,470
7142,4949,21342,62,34,72,0,3,74
7143,11072,58971,94,12,75,1,2,318
7144,5119,26890,65,28,37,0,4,312
7145,8566,99652,106,21,80,2,4,406
7146,5157,93303,65,11,96,0,5,40
7147,12168,14973,115,2,75,0,2,828
7148,2531,28898,67,15,85,0,1,82
7149,29412,43213,107,8,62,0,2,513
7150,16005,44901,70,15,56,2,2,460
7151,4502,68798,114,19,69,0,1,92
7152,4496,46731,63,14,45,0,3,419
7153,2507,32893,63,13,14,0,1,174
7154,2220,85508,62,11,52,2,1,311
7155,4118,34378,102,12,54,0,1,489
7156,38055,45495,115,21,78,0,2,552
7157,2891,56761,73,31,80,1,1,85
7158,6236,57760,78,9,67,0,3,223
7159,12349,67248,102,19,4,0,2,489
7160,3911,30821,97,27,59,0,1,451
7161,4629,41655,70,23,32,0,7,754
7162,20090,44454,66,20,19,0,2,252
7163,8458,25448,71,11,59,0,2,345
7164,5052,34645,69,1,2,3,5,220
7165,3885,44694,105,3,92,0,1,504
7166,8474,58488,73,29,15,2,2,350
7167,4589,32510,119,29,38,0,1,571
7168,4363,94781,63,17,49,1,7,302
7169,5445,20282,79,19,8,3,6,507
7170,8696,56550,73,22,41,3,2,162
7171,5717,68342,72,33,39,0,5,148
7172,4462,79093,73,35,52,3,5,350
7173,2632,95854,65,16,78,0,1,312
7174,55277,40740,198,19,60,0,2,950
7175,2438,38961,62,5,19,0,1,297
7176,12022,25918,104,7,30,0,2,996
7177,2648,29587,69,8,68,0,1,331
7178,17002,97268,85,23,88,0,2,35
7179,11776,58881,97,8,51,0,2,354
7180,5103,39452,131,6,54,0,1,398
7181,4691,62912,74,19,11,1,3,407
7182,9321,67554,64,33,99,0,2,572
7183,5109,21277,66,1,42,0,9,316
7184,2415,55540,71,20,4,0,1,511
7185,4363,38925,112,10,48,0,1,241
7186,10295,24723,129,20,0,0,5,619
7187,8034,97116,103,16,50,0,7,741
7188,4974,75644,65,5,68,3,9,467
7189,3370,11282,95,14,15,1,1,476
7190,2698,76025,67,29,0,0,1,151
7191,9403,79440,117,11,19,0,8,500
7192,2593,43626,67,9,80,0,1,321
7193,7663,34837,63,32,27,0,2,72
7194,15362,48115,192,15,67,0,5,1382
7195,2863,92814,79,0,44,0,1,168
7196,4607,17343,63,9,92,0,5,208
7197,2569,79297,64,14,44,0,1,164
7198,8403,52116,115,11,63,0,8,552
7199,10892,68025,91,15,17,0,2,436
7200,4605,22571,63,13,51,0,9,302
7201,6113,46800,88,18,7,0,5,1034
7202,2458,57564,63,5,48,1,1,302
7203,8595,94242,71,35,7,1,2,41
7204,31215,56793,117,9,12,0,2,1227
7205,2616,72302,66,6,27,0,1,316
7206,5638,56017,71,1,98,0,6,51
7207,4605,87693,64,13,64,0,4,307
7208,4271,26245,110,6,43,0,1,44
7209,2907,24049,74,34,80,0,1,491
7210,18882,24054,176,14,61,0,2,1133
7211,6699,30852,88,7,42,0,8,318
7212,43019,25425,132,24,49,0,2,904
7213,8879,52583,113,12,59,0,7,528
7214,2389,27615,62,19,18,1,1,297
7215,2656,13830,78,23,93,1,1,374
7216,5555,41853,71,17,51,0,3,155
7217,5585,67928,80,14,17,0,9,6
7218,5066,35596,64,11,92,0,3,307
7219,2530,89451,63,11,2,0,1,61
7220,7985,99069,66,7,28,0,2,77
7221,4463,36118,62,15,95,0,6,567
7222,7331,72246,100,1,25,0,4,61
7223,2731,69844,68,5,9,0,1,184
7224,3384,54603,86,29,68,0,1,412
7225,36181,10890,180,15,87,0,2,864
7226,4643,12261,125,26,80,0,1,600
7227,5838,81082,73,5,85,0,4,281
7228,18591,14209,62,34,36,0,2,297
7229,12174,52797,104,14,13,1,2,88
7230,8007,54971,112,12,93,0,3,537
7231,36470,60433,113,0,9,3,2,813
7232,6570,52951,167,3,43,1,1,289
7233,5968,90972,74,3,47,0,8,232
7234,5510,18243,73,24,57,0,4,525
7235,13668,62520,197,5,50,0,9,1418
7236,7414,62473,185,25,29,0,1,1298
7237,5244,27444,66,21,88,0,3,313
7238,6791,79674,101,19,11,1,8,727
7239,10700,75313,89,16,64,1,2,527
7240,2652,20422,70,7,1,1,1,484
7241,3829,74775,95,18,35,0,1,676
7242,8365,26630,118,33,27,0,8,581
7243,3237,60244,83,3,72,3,1,326
7244,3808,94903,94,3,38,0,1,451
7245,4165,55897,104,33,5,0,1,499
7246,14886,91193,185,15,75,1,6,1
7247,5319,25714,67,17,57,0,5,321
7248,2938,40987,73,6,15,0,1,329
7249,2856,85421,78,26,14,0,1,374
7250,4521,39426,114,33,12,0,1,412
7251,5600,63621,70,8,48,0,5,444
7252,6781,30324,86,15,67,0,8,143
7253,5387,56835,67,25,16,0,3,326
7254,2370,89793,71,1,66,1,1,511
7255,13352,16467,119,18,65,0,2,729
7256,4987,19589,127,26,44,0,1,1027
7257,7504,97849,62,32,45,0,2,183
7258,18061,13164,70,0,45,0,2,75
7259,6961,62923,63,17,24,0,2,40
7260,2777,65431,69,7,90,0,1,331
7261,3265,25820,82,10,69,0,1,393
7262,16280,76370,157,17,1,0,2,753
7263,17759,44807,63,10,19,0,2,661
7264,21255,73457,133,0,29,1,2,198
7265,20455,39147,67,28,72,0,2,482
7266,5343,64460,66,18,42,0,3,316
7267,8900,83761,111,1,34,0,5,532
7268,49221,63035,153,20,97,0,2,734
7269,4152,52644,123,33,13,0,1,885
7270,6947,63406,100,5,54,0,7,925
7271,4914,10037,71,14,29,0,3,292
7272,2967,35205,76,7,11,0,1,178
7273,9559,40672,121,28,99,0,3,580
7274,2834,24506,71,7,47,0,1,511
7275,8007,73448,112,12,93,0,3,537
7276,3741,13093,100,30,73,0,1,514
7277,8019,54702,199,5,42,0,1,955
7278,6411,47606,81,24,50,0,4,388
7279,5357,39604,68,2,21,0,8,63
7280,7664,60184,199,7,44,1,1,161
7281,5639,73168,70,21,50,0,3,425
7282,6722,89882,93,8,48,0,8,669
7283,11572,32340,166,4,49,0,4,1195
7284,2589,69491,73,6,11,0,1,350
7285,2619,15587,71,11,48,0,1,136
7286,8004,54008,67,18,90,0,2,370
7287,5016,98383,73,16,77,0,9,525
7288,7247,86122,182,10,54,4,1,873
7289,4775,14254,124,21,16,0,1,595
7290,10662,62409,89,16,50,0,2,392
7291,4334,23904,123,1,67,3,1,590
7292,3151,18486,86,24,95,0,1,412
7293,4692,36411,69,24,23,0,8,549
7294,2519,85104,67,11,26,0,1,482
7295,2471,65176,62,24,32,0,1,297
7296,8365,26630,118,19,27,0,8,581
7297,4502,25495,69,28,29,2,3,496
7298,5528,16042,73,33,58,0,9,350
7299,21578,93140,72,20,11,0,2,510
7300,11760,36431,99,27,59,0,2,513
7301,4222,74585,106,1,49,0,1,218
7302,6512,24049,93,30,70,0,6,669
7303,4864,88079,61,16,37,0,3,121
7304,2688,89771,67,10,9,2,1,104
7305,3985,75007,101,1,19,0,1,668
7306,11624,59363,113,32,66,0,2,813
7307,24552,86883,118,18,66,1,2,966
7308,5001,79778,72,3,56,0,3,542
7309,1994,82668,61,18,96,0,1,393
7310,5595,74454,71,25,29,0,3,340
7311,5561,92678,70,0,67,0,3,34
7312,9918,37586,63,29,90,0,2,153
7313,5272,98110,65,3,77,0,8,176
7314,3700,17557,96,6,5,0,1,666
7315,14316,97379,119,10,62,0,2,354
7316,5246,28909,66,15,66,0,8,456
7317,3425,29194,89,28,31,0,1,424
7318,2710,31998,69,31,70,0,1,331
7319,61850,98272,238,19,29,0,2,1142
7320,6627,82377,83,28,19,0,7,498
7321,9747,83151,92,7,89,0,2,514
7322,2780,20261,72,16,55,0,1,345
7323,2952,57248,74,31,17,0,1,355
7324,2695,25544,68,18,30,0,1,326
7325,7805,21073,106,25,54,1,3,508
7326,22693,71879,64,1,64,0,2,9
7327,2582,68074,65,12,62,0,1,27
7328,4381,20597,112,31,46,0,1,615
7329,5470,54507,138,20,11,0,1,702
7330,13450,19298,126,7,80,0,2,907
7331,8714,28484,118,1,64,0,4,566
7332,5568,53997,69,26,3,0,3,345
7333,10592,59590,136,15,67,0,5,460
7334,2175,92590,63,5,79,0,1,453
7335,5640,67523,72,35,21,0,7,345
7336,6688,57289,86,21,88,0,3,562
7337,8471,63513,70,13,76,0,2,185
7338,21522,44695,79,14,51,2,2,81
7339,2524,98956,68,11,81,3,1,386
7340,9404,51593,80,34,91,0,2,202
7341,4039,34911,105,6,31,1,1,126
7342,12682,75203,80,0,13,1,2,384
7343,16468,80597,63,4,52,0,2,685
7344,8130,61036,68,2,75,0,2,413
7345,2600,63098,74,19,4,0,1,501
7346,2514,43860,65,15,58,0,1,156
7347,2357,85621,64,35,80,0,1,199
7348,5913,66996,91,10,89,0,4,436
7349,27643,63401,113,21,15,0,2,52
7350,7873,39346,74,24,82,0,2,568
7351,5163,88692,64,29,26,0,5,253
7352,4660,89834,116,24,11,0,1,43
7353,8742,37224,74,8,23,0,2,355
7354,23020,97460,114,20,62,0,2,660
7355,5278,32365,67,28,78,0,3,193
7356,12232,35133,102,2,31,0,2,692
7357,16460,16869,222,28,57,0,3,1065
7358,2163,86737,63,0,75,0,1,302
7359,2141,22731,67,3,79,1,1,321
7360,13226,18402,190,2,78,1,4,1398
7361,2647,37876,69,13,15,0,1,300
7362,10179,14290,271,20,40,0,1,1300
7363,2478,95945,71,24,32,0,1,511
7364,4605,22571,63,29,51,0,9,302
7365,8083,31506,102,23,50,0,8,601
7366,2927,76850,72,8,84,0,1,345
7367,14091,99823,116,2,64,0,2,250
7368,4349,75648,108,28,10,0,1,112
7369,16473,22828,106,11,54,0,2,508
7370,13283,75788,132,20,22,0,2,950
7371,12885,37050,110,4,75,1,2,528
7372,3728,83632,94,7,86,4,1,216
7373,4732,55385,61,7,22,0,3,292
7374,4904,27593,63,31,78,0,6,241
7375,18677,37351,86,17,14,0,2,538
7376,2530,89451,63,11,2,0,1,61
7377,4848,63656,66,11,60,0,3,316
7378,5568,16251,79,21,53,1,7,407
7379,7437,88360,185,2,73,0,1,929
7380,7452,56230,105,27,42,0,4,504
7381,2725,36650,69,2,70,1,1,56
7382,4373,25676,113,6,84,0,1,542
